Clave,Descripción,Unidad,Precio,Familia
MHSVG-0010,"Tubo de cobre tipo ""L"" de 13 mm. de diámetro, tramo de 6.10 mts. marca Nacobre.",tmo,1091.53,INST. DE GAS
MHSVG-0011,"Tubo de cobre tipo ""L"" de 19 mm. de diámetro, tramo de 6.10 mts. marca Nacobre.",tmo,1743.56,INST. DE GAS
MHSVG-0012,"Tubo de cobre tipo ""L"" de 25 mm. de diámetro, tramo de 6.10 mts. marca Nacobre.",tmo,3014.28,INST. DE GAS
MHSVG-0013,"Tubo de cobre tipo ""L"" de 32 mm. de diámetro, tramo de 6.10 mts. marca Nacobre.",tmo,3837.73,INST. DE GAS
MHSVG-0014,"Tubo de cobre tipo ""L"" de 38 mm. de diámetro, tramo de 6.10 mts. marca Nacobre.",tmo,5002.62,INST. DE GAS
MHSVG-0015,"Tubo de cobre tipo ""L"" de 51 mm. de diámetro, tramo de 6.10 mts. marca Nacobre.",tmo,7992.19,INST. DE GAS
MHSVG-0015A,"Tubo de cobre tipo ""L"" de 64 mm. de diámetro, tramo de 6.10 mts. marca Nacobre.",tmo,14787.44,INST. DE GAS
MHSVG-0015B,"Tubo de cobre tipo ""L"" de 75 mm. de diámetro, tramo de 6.10 mts. marca Nacobre.",tmo,19944.43,INST. DE GAS
MHSVG-0015C,"Tubo de cobre tipo ""L"" de 100 mm. de diámetro, tramo de 6.10 mts. marca Nacobre.",tmo,33098.88,INST. DE GAS
MHSVG-0016,"Tubo de cobre flexible de 13 mm. (rollo 15.24 mts. 50 pies), marca Nacobre.",roll,1752.4718,INST. DE GAS
MHSVG-0108,Tuerca cónica corta de 13 mm. marca Nacobre.,pza,12.8481,INST. DE GAS
MHSVG-0109,Tuerca cónica corta de 19 mm. marca Nacobre.,pza,34.6345,INST. DE GAS
MHSVG-0117,"Campana niple abocinado 45º con rosca interior NPT 6 x 13, marca Nacobre.",pza,19.3569,INST. DE GAS
MHSVG-0120,"Campana niple abocinado 45º con rosca interior NPT 10 X 13, marca Nacobre.",pza,16.5545,INST. DE GAS
MHSVG-0130,Niple unión abocinado 45º de 13 mm. marca Nacobre.,pza,22.9277,INST. DE GAS
MHSVG-0131,"Codo 90º terminal abocinado 45º con rosca interior NPT 6 x 3, marca Nacobre.",pza,13.8199,INST. DE GAS
MHSVG-0132,"Codo 90º terminal abocinado 45º con rosca interior NPT 6 x 6, marca Nacobre.",pza,16.1251,INST. DE GAS
MHSVG-0133,"Codo 90º terminal abocinado 45º con rosca interior NPT 8 x 6, marca Nacobre.",pza,20.8372,INST. DE GAS
MHSVG-0134,"Codo 90º terminal abocinado 45º con rosca interior NPT 10 X 6, marca Nacobre.",pza,22.0237,INST. DE GAS
MHSVG-0135,"Codo 90º terminal abocinado 45º con rosca interior NPT 10 X 10, marca Nacobre.",pza,21.583,INST. DE GAS
MHSVG-0142,Tee unión abocinado 45º de 13 mm. marca Nacobre.,pza,37.9002,INST. DE GAS
MHSVG-0146,"Niple terminal abocinado 45º con rosca interior NPT 6 x 13, marca Nacobre.",pza,15.3228,INST. DE GAS
MHSVG-0158,"Codo estufa abocinado 45º rosca interior NPT de 8 x 13, marca Nacobre.",pza,20.2383,INST. DE GAS
MHSVG-0161,"Codo estufa abocinado 45º rosca interior NPT de 10 x 13, marca Nacobre.",pza,22.1367,INST. DE GAS
MHSVG-0164,"Codo estufa abocinado 45º rosca interior NPT de 13 x 13, marca Nacobre.",pza,41.019,INST. DE GAS
MHSVG-0217,"Regulador para gas de 2 vías con dos PTI, dos tuercas de 3/8"" y un niple terminal de 3/8"" X 3/8"", marca Nacobre.",pza,124.4695,INST. DE GAS
MHSVG-0223,Válvula de aguja soldable a flare ligeras de 13 x 13 mm. marca Nacobre.,pza,49.8669,INST. DE GAS
MEAC-467,"Cable de cu 600V TF-LS 90° vinanel XXI LS calibre 20 AWG/KCM, en rollo de 100 mts.",carrt,3,ELÉCTRICO
MEAC-468,"Cable de cu 600V TF-LS 90° vinanel XXI LS calibre 16 AWG/KCM, en rollo de 100 mts.",carrt,6.18,ELÉCTRICO
MEAC-469,"Cable de cu 600V CT-SR vinanel XXI LS calibre 12 AWG/KCM, en rollo de 100 mts.",carrt,14.35,ELÉCTRICO
MEAC-470,"Cable de cu 600V CT-SR vinanel XXI LS calibre 10 AWG/KCM, en rollo de 100 mts.",carrt,2280,ELÉCTRICO
MEAC-471,"Cable de cu 600V CT-SR° vinanel XXI LS calibre 8 AWG/KCM, en rollo de 100 mts.",carrt,3705,ELÉCTRICO
MEAC-472,"Cable de cu 600V CT-SR° vinanel XXI LS calibre 6 AWG/KCM, en rollo de 100 mts.",carrt,5890,ELÉCTRICO
MEAC-473,"Alambre cu 600V TF-LS 90° vinanel XXI LS calibre 18 AWG, en rollo de 100 mts.",carrt,320.92,ELÉCTRICO
MEAC-474,"Alambre cu 600V TF-LS 90° vinanel XXI LS calibre 16 AWG, en rollo de 100 mts.",carrt,447.48,ELÉCTRICO
MEAC-475,"Alambre cu 600V CT-SR vinanel XXI LS calibre 14 AWG, en rollo de 100 mts.",carrt,554.83,ELÉCTRICO
MEAC-476,"Alambre cu 600V CT-SR vinanel XXI LS calibre 12 AWG, en rollo de 100 mts.",carrt,837.33,ELÉCTRICO
MEAC-477,"Alambre cu 600V CT-SR vinanel XXI LS calibre 10 AWG, en rollo de 100 mts.",carrt,1313.06,ELÉCTRICO
MEAC-478,"Alambre cu 600V CT-SR vinanel XXI LS calibre 8 AWG, en rollo de 100 mts.",carrt,2163.95,ELÉCTRICO
ANCL-002,Tubería conduit metálico flexible tipo greenfield (conduit helix) de 19 mm. de diámetro marca Anclo.,ml,25.086,ELÉCTRICO
ANCL-003,Tubería conduit metálico flexible tipo greenfield (conduit helix) de 25 mm. de diámetro marca Anclo.,ml,29.6286,ELÉCTRICO
ANCL-004,Tubería conduit metálico flexible tipo greenfield (conduit helix) de 51 mm. de diámetro marca Anclo.,ml,78.0491,ELÉCTRICO
ANCL-007,Conector fxr recto para tubo conduit helix de 19 mm. de diámetro marca Anclo.,pza,17.27,ELÉCTRICO
ANCL-008,Conector fxr recto para tubo conduit helix de 25 mm. de diámetro marca Anclo.,pza,25.13,ELÉCTRICO
ANCL-009,Conector fxr recto para tubo conduit helix de 51 mm. de diámetro marca Anclo.,pza,147.8,ELÉCTRICO
ANCL-012,Conector fxc curvo para tubo conduit helix de 19 mm. de diámetro marca Anclo.,pza,9.39,ELÉCTRICO
ANCL-013,Conector fxc curvo para tubo conduit helix de 25 mm. de diámetro marca Anclo.,pza,15.11,ELÉCTRICO
ANCL-014,Conector fxc curvo para tubo conduit helix de 51 mm. de diámetro marca Anclo.,pza,35.61,ELÉCTRICO
ANCL-022,"Conector hermet liquidtight recto 19 mm. (3/4"").",pza,50.85,ELÉCTRICO
ANCL-023,"Conector hermet liquidtight recto 25 mm. (1"").",pza,72.91,ELÉCTRICO
ANCL-024,"Conector hermet liquidtight recto 51 mm. (2"").",pza,181,ELÉCTRICO
ANCL-027,"Conector hermet liquidtight curvo 19 mm. (3/4"").",pza,42.83,ELÉCTRICO
ANCL-028,"Conector hermet liquidtight curvo 25 mm. (1"").",pza,101.95,ELÉCTRICO
ANCL-029,"Conector hermet liquidtight curvo 51 mm. (2"").",pza,331.88,ELÉCTRICO
ANCL-104,"Ovalet tipo LB de 19 mm. (3/4"") serie 9.",pza,136.16,ELÉCTRICO
ANCL-105,"Ovalet tipo LB de 25 mm. (1"") serie 9.",pza,204.05,ELÉCTRICO
ANCL-106,"Ovalet tipo LB de 51 mm. (2"") serie 9.",pza,816.36,ELÉCTRICO
ANCL-114,"Ovalet tipo LL de 19 mm. (3/4"") serie 9.",pza,244.87,ELÉCTRICO
ANCL-115,"Ovalet tipo LL de 25 mm. (1"") serie 9.",pza,425.39,ELÉCTRICO
ANCL-116,"Ovalet tipo LL de 51 mm. (2"") serie 9.",pza,1100.66,ELÉCTRICO
ANCL-124,"Ovalet tipo CE de 19 mm. (3/4"") serie 9.",pza,136.16,ELÉCTRICO
ANCL-125,"Ovalet tipo CE de 25 mm. (1"") serie 9.",pza,204.05,ELÉCTRICO
ANCL-126,"Ovalet tipo CE de 51 mm. (2"") serie 9.",pza,816.36,ELÉCTRICO
CMC-01221,Cople eléctrico 20 (13) Tuboplus.,pza,5.96,ELÉCTRICO
CMC-01222,Cople eléctrico 25 (19) Tuboplus.,pza,12,ELÉCTRICO
CMC-01225,Cople eléctrico 50 (38) Tuboplus.,pza,55.34,ELÉCTRICO
CMC-01226,Cople eléctrico 63 (51) Tuboplus.,pza,83.43,ELÉCTRICO
CMC-01229,Curva 90 de 20 (13) Tuboplus.,pza,19.3117,ELÉCTRICO
CMC-01230,Curva 90 de 25 (19) Tuboplus.,pza,20.7581,ELÉCTRICO
CMC-01231,Curva 90 de 32 (25) Tuboplus.,pza,26.8262,ELÉCTRICO
MBTI-0001,"Interruptor sencillo 1 mod. 16 A, 127-277V, línea light, segmento lujo.",pza,47.78,ELÉCTRICO
MBTI-0008,"Interruptor tres vías sin cubretecla 1 mod. 16 A, 127-277V, línea living, segmento lujo.",pza,62.1726,ELÉCTRICO
MBTI-0031,"Interruptor termomagnético 1 mod. 16 A 127/220V, familia living y light, segmento lujo.",pza,513.2799,ELÉCTRICO
MBTI-0032,"Interruptor diferencial salvavidas 2 mod. 16 A 127/220V, familia living y light, segmento lujo.",pza,1605.6961,ELÉCTRICO
MBTI-0069,"Placa para intemperie 3 módulos color blanco (no requiere chasís), línea light, segmento lujo.",pza,112.1186,ELÉCTRICO
MBTI-0070,"Placa resina color blanco 3 módulos línea living, segmento lujo.",pza,35.0413,ELÉCTRICO
MBTI-0096,"Placa de madera ""nogal"" 3 módulos línea living, segmento lujo.",pza,514.4325,ELÉCTRICO
MBTI-0244,"Placa color blanco light 3 módulos línea light, segmento lujo.",pza,35.0413,ELÉCTRICO
MBTI-0484,"Placa ciega de resina color márfil con chasis, línea quinziño evolución, segmento medio.",pza,66.4779,ELÉCTRICO
MBTI-0494,"Placa ciega de aluminio color champagne con chasis, líena quinziño evolución, segmento medio.",pza,81.9702,ELÉCTRICO
COOP-4609,Placa de 1 unidad plástico con chasis de metal.,pza,13.1645,ELÉCTRICO
COOP-4610,Placa de 2 unidades plástico con chasis de metal.,pza,12.3509,ELÉCTRICO
COOP-4611,Placa de 3 unidades plástico con chasis de metal.,pza,13.1645,ELÉCTRICO
COOP-4614,Placa ciega plástico color marfil Fabricación Cooper Fabricación Cooper.,pza,9.7858,ELÉCTRICO
TUPO-001,Tubería de poliducto naranja de 9 mm. en rollo de 100 mts. Marca Poliflex.,roll,367.25,ELÉCTRICO
TUPO-002,Tubería de poliducto naranja de 13 mm. en rollo de 100 mts. Marca Poliflex.,roll,7.15,ELÉCTRICO
TUPO-007,Tubería de poliducto naranja de 19 mm. en rollo de 200 mts. Marca Poliflex.,roll,1378.6,ELÉCTRICO
TUPO-004,Tubería de poliducto naranja de 25 mm. en rollo de 50 mts marca Poliflex.,roll,20.03,ELÉCTRICO
COOP-3585,Contacto sencillo plano 15 a 127 v color marfil Fabricación Cooper.,pza,15.8426,ELÉCTRICO
COOP-3587,Contacto dúplex sencillo 15 a 127 v color marfil Fabricación Cooper.,pza,24.8148,ELÉCTRICO
COOP-3589,Contacto dúplex aterrizado 15 a 127 v color marfil Fabricación Cooper.,pza,39.0302,ELÉCTRICO
COOP-3593,Apagador sencillo plano 10 a 127 v color marfil Fabricación Cooper.,pza,20.8485,ELÉCTRICO
COOP-3596,Apagador de paso grande 10 a 127 v color café Fabricación Cooper,pza,18.2947,ELÉCTRICO
COOP-4231,Apagador tipo escalera 10 a 127 v color blanco solarius Fabricación Cooper.,pza,30.058,ELÉCTRICO
LAOS-005,"Lámpara incandescente de uso generalizado, 125 volts A19 100 125 E26 claro.",pza,33.11,ILUMINACIÓN
LAOS-008,"Lámpara incandescente de altas potencias, A23 200 125 E26 perla.",pza,83.52,ILUMINACIÓN
LAOS-015,"Lámpara incandescente 140 volts, A19 100 140 E26 perla.",pza,34.6,ILUMINACIÓN
LAOS-019,"Lámpara incandescente 140 volts, A23 200 140 E26 claro.",pza,80.64,ILUMINACIÓN
LAOS-023,"Lámpara incandescente luz de día, 125 volts, A19 100 125 E26 luz de día.",pza,22.0915,ILUMINACIÓN
LAOS-026,"Lámpara incandescente repelente para insectos, 125 volts, A19 100 125 E26 repelente.",pza,16.611,ILUMINACIÓN
LAOS-033,"Lámpara incandescente en colores, 125 volts, A19 40 125 E26 amarillo mate.",pza,15.933,ILUMINACIÓN
LAOS-039,"Lámpara decorativa bellalux, 125 volts en colores, bellalux 60 125 E26 T60 amarillo.",pza,16.2155,ILUMINACIÓN
LAOS-049,"Lámpara decorativa vela lisa, 125 volts, B35 40 125 E26 claro.",pza,15.255,ILUMINACIÓN
LAOS-054,"Lámpara incandescente decorativa flama americana, 125 volts, F15 40 125 E26 iridiscente.",pza,16.611,ILUMINACIÓN
LAOS-059,"Lámpara incandescente decorativa esfera, 125 volts, P45 40 125 E26 blanco.",pza,17.289,ILUMINACIÓN
LAOS-095,"Lámpara incandescente reflector concentra uso interior, 125 volts, BR30 100 125 E26 difusa.",pza,44.296,ILUMINACIÓN
LAOS-107,"Lámpara incandescente reflector concentra uso exterior, 125 Volts, Par38 75 125 E26 concentra.",pza,81.812,ILUMINACIÓN
LAOS-112,"Lámpara incandescente reflector concentra uso exterior, 125 volts en colores, par38 75 125 E26 rojo.",pza,89.609,ILUMINACIÓN
LAOS-125,"Lámpara fluorescente ahorradora de energía, Is slim F48t12/Cw/Ss 32 Fa8 T12 Bf Ah.",pza,54.918,ILUMINACIÓN
LAOS-139,"Lámpara fluorescente slimline, arranque instantáneo, Is slim F96t12/D 75 Fa8 T12 Ldd.",pza,45.4825,ILUMINACIÓN
LAOS-146,"Lámpara fluorescente slimline, en colores, Is slim F96t12/B 75 Fa8 T12 azul.",pza,163.1155,ILUMINACIÓN
LAOS-154,"Lámpara de descarga de luz mixta, 220 volts Hwl, Hwl 250 220 E39 Eo90 luz mixta b lujo.",pza,184.2465,ILUMINACIÓN
LAOS-159,"Lámpara de descarga de vapor de mercurio, Hql, Hql 1000 E39 Bt56 mercurio b lujo.",pza,850.7205,ILUMINACIÓN
LAOS-166,"Lámpara de descarga de sodio alta presión, Nav T 150w súper 4y E40.",pza,316.4,ILUMINACIÓN
CMC-26170,"Lámpara bajo voltaje fit open L-1106-0 blanco, Magg.",pza,356.854,ILUMINACIÓN
CMC-27430,"Lámpara empotrar mi nidado K-1059-0 blanco, Magg.",pza,184.1222,ILUMINACIÓN
CMC-27770,"Lámpara riel eco cilindro L-3301-0 blanco, Magg.",pza,76.5462,ILUMINACIÓN
CMC-28370,"Lámpara sky indirecta 1X54W L-1438-0 blanca, Magg.",pza,835.7819,ILUMINACIÓN
CMC-28620,"Lámpara exterior blue L-7059-0 blanco, Magg.",pza,398.9465,ILUMINACIÓN
CMC-29270,"Lámpara 13W senc Gx 23 2700K F-9072-0, Magg.",pza,23.6283,ILUMINACIÓN
CMC-29330,"Lámpara dicroica Mr16 50W/12V F-9047-0, Magg.",pza,10.848,ILUMINACIÓN
CMC-29340,"Farol Mérida soportado V-2000-0 blanco, Magg.",pza,170.7317,ILUMINACIÓN
CMC-29460,"Farol San Miguel colgar V-2004-0 blanco, Magg.",pza,337.5649,ILUMINACIÓN
CMC-29550,"Farol Guanajuato suspendido V-2007-0 blanco, Magg.",pza,446.8133,ILUMINACIÓN
CMC-29860,"Lámpara jardín sub-a cubierta, a L-1300-1 negro, Magg.",pza,194.9702,ILUMINACIÓN
ANCL-175,"Expansor anclo Z con tornillo y rondana de 4.7 mm. (3/16"").",pza,6.1,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-176,"Expansor anclo Z con tornillo y rondana de 6.5 mm. (1/4"").",pza,7.89,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-177,"Expansor anclo Z con tornillo y rondana de 7.9 mm. (5/16"").",pza,13.87,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-182,"Ancla TX camisa gruesa corta de 6.5 x 63 mm. (1/4 x 2 1/2"").",pza,2.8928,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-183,"Ancla TX camisa gruesa corta de 7.9 x 63 mm. (5/16 x 2 1/2 "").",pza,6.102,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-193,"Taquete de plástico anclo de 4.5 x 25 mm. (3/16"").",pza,0.23,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-194,"Taquete de plástico anclo de 6.4 x 30 mm. (1/4"").",pza,0.23,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-196,"Taquete de plástico anclo de 7.9 x 40 mm. (5/16"").",pza,0.23,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-206,"Taquete de plomo de 7.9 mm. (5/16 x 1 1/4"").",pza,3.7184,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-207,"Taquete de plomo de 9.5 mm. (3/8 x 1 1/2"").",pza,2.1675,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-462,Unicanal comercial-hidráulico sólido USC pared gruesa 4 x 2 cms. x 3 mts.,pza,179.444,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
ANCL-469,Unicanal perfoval industrial UOR 4 x 4 cms. x 3 mts.,pza,598.0525,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00308,Abrazadera toma sencilla 100x19 tusa.,pza,60.342,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00315,Abrazadera sinfín 13-19.,pza,11.38,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00316,Abrazadera sinfín de 25.,pza,11.38,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00317,Abrazadera sinfín 32-38.,pza,12.06,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00318,Abrazadera sinfín de 50.,pza,16.7,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00319,Abrazadera sinfín de 64.,pza,19.03,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00328,Abrazadera para toma con salida roscada 160 x 13.,pza,103.2481,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00329,Abrazadera 75 mm dab-3 Milber,pza,5.4127,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00333,Abrazadera anclo uña conduit uc 25.,pza,6.05,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00334,Abrazadera anclo uña conduit uc 32.,pza,6.51,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00339,Abrazadera anclo omega conduit oc 25.,pza,3.28,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00340,Abrazadera anclo omega conduit oc 32.,pza,7.89,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00341,Abrazadera anclo omega conduit oc 38.,pza,9.14,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00354,Abrazadera anclo omega galvanizada de 19.,pza,7.89,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00355,Abrazadera anclo omega galvanizada de 25.,pza,7.89,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
CMC-00356,Abrazadera anclo omega galvanizada de 32.,pza,9.14,TORNILLERÍA Y ELEMENTOS DE FIJACIÓN
AACE-0065,"Rejilla tipo irving negro tablero de 1.00 x 6.00 mts. de 1/8"" x 3/4"".",pza,8087.94,HERRERÍA Y REJILLAS DE ACERO
AACE-0066,"Rejilla tipo irving negro tablero de 1.00 x 6.00 mts. de 1/8"" x 1"".",pza,9814.83,HERRERÍA Y REJILLAS DE ACERO
AACE-0273,"Rejilla tipo irving negro tablero de 1.00 x 6.00 mts. de 3/16 x 1"".",pza,13847.86,HERRERÍA Y REJILLAS DE ACERO
AACE-0274,"Rejilla tipo irving negro tablero de 1.00 x 6.00 mts. de 3/16 x 1 1/4"".",pza,17159.54,HERRERÍA Y REJILLAS DE ACERO
AACE-0275,"Rejilla tipo irving negro tablero de 1.00 x 6.00 mts. de 3/16 x 1 1/2"".",pza,20657.02,HERRERÍA Y REJILLAS DE ACERO
AACE-0301,Malla rejacero de 0.91 x 2.44 mts. (3' x 8') clásico.,pza,921.2438,HERRERÍA Y REJILLAS DE ACERO
ALUP-01274,"Ángulo de 1"" x 1"" x 1/8"" de aluminio acabado natural, tramo de 3.66 mts.",pza,197.2302,CANCELERÍA
ALUP-01276,"Ángulo de 1 1/2"" x 3/16"" de aluminio acabado natural, tramo de 3.66 mts.",pza,439.005,CANCELERÍA
ALUP-01279,"Canal 3/8"" de aluminio blanco, tramo de 6.00 mts.",pza,65.088,CANCELERÍA
ALUP-01280,"Solera 1"" x 1/16"" de aluminio acabado natural, tramo de 3.66 mts.",pza,60.907,CANCELERÍA
ALUP-01281,"Solera 2"" x 1/8"" de aluminio acabado natural, tramo de 3.66 mts.",pza,217.525,CANCELERÍA
AACE-0407,"Duela lisa 5"" de aluminio con acabado natural, tramo de 6.10 mts.",pza,336.7852,CANCELERÍA
ALUP-01283,"Tubo rectangular de 2"" x 1"" de aluminio acabado natural, tramo de 6.10 mts.",pza,321.937,CANCELERÍA
ALUP-01285,"Tubo cuadrado de 1"" de aluminio en color blanco, tramo de 6.10 mts.",pza,205.999,CANCELERÍA
ALUP-01286,"Tubo cuadrado de 1 1/2"" de aluminio acabado natural, tramo de 6.10 mts.",pza,951.21,CANCELERÍA
ALUP-00118,"Moldura unión 2"" para fijo y corrediza sin anodizar, línea pesada, tramo de 6.10 mts.",pza,236.735,CANCELERÍA
ALUP-00629,"Junquillo portavidrio 1 1/2"" para fijos y corrediza sin anodizar, línea panorama, tramo de 6.10 mts.",pza,81.134,CANCELERÍA
AACE-0406,"Junquillo 2"" p/224  para fijos y corrediza natural, línea pesada, tramo de 6.10 mts.",pza,120.5597,CANCELERÍA
ALUP-00656,"Riel de 1 1/2"" para fijos y corrediza sin anodizar, línea panorama, tramo de 6.10 mts.",pza,143.736,CANCELERÍA
ALUP-00730,"Riel con mosquitero 2"" para fijos y corrediza natural, línea panorama, tramo de 6.10 mts.",pza,365.442,CANCELERÍA
ALUP-00933,"Riel para mosquitero de 3"" para fijos y corrediza blanco, línea panorama, tramo de 6.10 mts.",pza,454.712,CANCELERÍA
ALUP-00684,"Perfil bolsa de 1 1/2"" para fijos y corrediza natural, línea panorama, tramo de 6.10. mts.",pza,331.203,CANCELERÍA
ALUP-00245,"Perfil bolsa 2"" para fijos y corrediza sin anodizar, línea pesada, tramo de 6.10 mts.",pza,456.068,CANCELERÍA
ALUP-00440,"Perfil bolsa 3"" x 1 3/4"" para fijo y corrediza blanco, línea pesada, tramo de 6.10 mts.",pza,799.249,CANCELERÍA
ALUP-00693,"Tapa bolsa de 1 1/2"" para fijos y corrediza natural, línea panorama, tramo de 6.10. mts.",pza,147.804,CANCELERÍA
ALUP-00263,"Tapa bolsa 2"" para fijos y corrediza sin anodizar, línea pesada, tramo de 6.10 mts.",pza,193.004,CANCELERÍA
ALUP-00458,"Tapa bolsa 3"" para fijo y corrediza blanco, línea pesada, tramo de 6.10 mts.",pza,332.672,CANCELERÍA
ALUP-00666,"Jamba contramarco 1 1/2"" para fijos y corrediza natural, línea panorama, tramo de 6.10 mts.",pza,263.064,CANCELERÍA
ALUP-00216,"Jamba contramarco 2"" para fijo y corrediza en colores, línea pesada,  tramo de 6.10 mts.",pza,673.48,CANCELERÍA
ALUP-00639,"Zoclo cabezal 1 1/2"" para fijos y corrediza natural, línea panorama, tramo de 6.10 mts.",pza,164.302,CANCELERÍA
ALUP-00765,"Zoclo cabezal corredizo 2"" para fijos y corrediza sin anodizar, línea panorama, tramo de 6.10 mts.",pza,180.8,CANCELERÍA
ALUP-00119,"Cerco ventana 2"" para fijo y corrediza sin anodizar, línea pesada, tramo de 6.10 mts.",pza,257.414,CANCELERÍA
ALUP-00296,"Cerco oxxo 3"" para fijo y corrediza blanco, línea pesada, tramo de 6.10 mts.",pza,635.625,CANCELERÍA
CMC-22162,"Kit cancel corredizo 5 blanco cv 680, Inter. de Accesorios México.",pza,2152.0059,CANCELERÍA
CMC-22164,"Kit cancel corredizo 5 blanco cv 810, Inter. de Accesorios México.",pza,2403.1597,CANCELERÍA
CMC-22166,"Kit cancel corredizo 6 blanco cv 930, Inter. de Accesorios México.",pza,2672.9698,CANCELERÍA
VIDR-016,Cristal claro de 3 mm. de 1er grupo de 1 x 1 m al corte.,m2,195.3,VIDRIERÍA
VIDR-017,Cristal claro de 4 mm. de 1er grupo de 1 x 1 m al corte.,m2,236.22,VIDRIERÍA
VIDR-018,Cristal claro de 5 mm. de 1er grupo de 1 x 1 m al corte.,m2,358.05,VIDRIERÍA
VIDR-019,Cristal claro de 6 mm. de 1er grupo de 1 x 1 mts. al corte.,m2,358.05,VIDRIERÍA
VIDR-020,Cristal claro de 10 mm. de 1er grupo de 1 x 1 mts. al corte.,m2,809.1,VIDRIERÍA
VIDR-021,"Vidrio templado claro, 1er grupo CL-4 de: 4 mm. 1 x 1 mt. lado: 1/2/3/4 ml= 4.00, T canto pulido redondo a delgados, templado (proceso) flotado delgado.",m2,466.125,VIDRIERÍA
VIDR-022,"Vidrio templado claro, 1er grupo CL-5 de 5 mm. 1 x 1 m lado 1/2/3/4 ml= 4.00, T canto pulido redondo a delgados, templado (proceso) flotado delgado.",m2,916.05,VIDRIERÍA
VIDR-023,"Vidrio templado claro, 1er grupo CL-6 de 6 mm. 1 x 1 m lado 1/2/3/4 ml= 4.00, T canto pulido redondo a delgados, templado (proceso) flotado delgado.",m2,1506.6,VIDRIERÍA
VIDR-024,"Vidrio templado claro, 1er grupo CL-10 de 10 mm. 1 x 1 m lado 1/2/3/4 ml= 4.00, T canto pulido redondo a delgados, templado (proceso) flotado delgado.",m2,1506.6,VIDRIERÍA
VIDR-016,Cristal claro de 3 mm. de 1er grupo de 1 x 1 m al corte.,m2,195.3,VIDRIERÍA
VIDR-017,Cristal claro de 4 mm. de 1er grupo de 1 x 1 m al corte.,m2,236.22,VIDRIERÍA
VIDR-018,Cristal claro de 5 mm. de 1er grupo de 1 x 1 m al corte.,m2,358.05,VIDRIERÍA
VIDR-019,Cristal claro de 6 mm. de 1er grupo de 1 x 1 mts. al corte.,m2,358.05,VIDRIERÍA
VIDR-020,Cristal claro de 10 mm. de 1er grupo de 1 x 1 mts. al corte.,m2,809.1,VIDRIERÍA
VIDR-021,"Vidrio templado claro, 1er grupo CL-4 de: 4 mm. 1 x 1 mt. lado: 1/2/3/4 ml= 4.00, T canto pulido redondo a delgados, templado (proceso) flotado delgado.",m2,466.125,VIDRIERÍA
VIDR-022,"Vidrio templado claro, 1er grupo CL-5 de 5 mm. 1 x 1 m lado 1/2/3/4 ml= 4.00, T canto pulido redondo a delgados, templado (proceso) flotado delgado.",m2,916.05,VIDRIERÍA
VIDR-023,"Vidrio templado claro, 1er grupo CL-6 de 6 mm. 1 x 1 m lado 1/2/3/4 ml= 4.00, T canto pulido redondo a delgados, templado (proceso) flotado delgado.",m2,1506.6,VIDRIERÍA
VIDR-024,"Vidrio templado claro, 1er grupo CL-10 de 10 mm. 1 x 1 m lado 1/2/3/4 ml= 4.00, T canto pulido redondo a delgados, templado (proceso) flotado delgado.",m2,1506.6,VIDRIERÍA
ACRI-001,Domo cuadrado de 44 x 44 cms. burbuja en acrílico de 3 mm. color opalino (cúpula sin marco) marca Mafra.,pza,847.1,ACRÍLICOS
ACRI-004,Domo cuadrado de 90 x 90 cms. burbuja en acrílico de 3 mm. color opalino (cúpula sin marco) marca Mafra.,pza,1993.26,ACRÍLICOS
